,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
234,Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,100000,Free,0.0,Mature 17+,Comics
235,"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21.0,1000000,Free,0.0,Mature 17+,Comics
236,Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,100000,Free,0.0,Everyone,Comics
237,Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15.0,1000000,Free,0.0,Teen,Comics
238,Marvel Unlimited,COMICS,3.7,22551,11.0,1000000,Free,0.0,Teen,Comics
239,"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29.0,1000000,Free,0.0,Teen,Comics
240,Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,100000,Free,0.0,Everyone,Comics
241,Faustop Sounds,COMICS,4.7,1677,40.0,100000,Free,0.0,Everyone,Comics
242,Manga Mania - Best online manga reader,COMICS,4.4,757,10.0,10000,Free,0.0,Teen,Comics
243,- Free Comics - Comic Apps,COMICS,3.5,115,9.1,10000,Free,0.0,Mature 17+,Comics
244,Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,5000,Free,0.0,Teen,Comics
245,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38.0,500000,Free,0.0,Everyone 10+,Comics
246,Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,5000,Free,0.0,Everyone,Comics
247,Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37.0,1000,Free,0.0,Everyone,Comics
248,"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,10000,Free,0.0,Teen,Comics
249,think Comics,COMICS,4.4,1006,19.0,50000,Free,0.0,Everyone,Comics
250,Memes Button,COMICS,4.4,5968,5.7,1000000,Free,0.0,Everyone,Comics
251,"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35.0,100000,Free,0.0,Everyone,Comics
252,Messenger for SMS,COMMUNICATION,4.3,125257,17.0,10000000,Free,0.0,Teen,Communication
253,My Tele2,COMMUNICATION,4.3,158679,8.8,5000000,Free,0.0,Everyone,Communication
254,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16.0,100000000,Free,0.0,Everyone,Communication
255,imo beta free calls and text,COMMUNICATION,4.3,659395,11.0,100000000,Free,0.0,Everyone,Communication
256,imo free video calls and chat,COMMUNICATION,4.3,4785892,11.0,500000000,Free,0.0,Everyone,Communication
257,Call Free – Free Call,COMMUNICATION,4.3,30209,15.0,5000000,Free,0.0,Everyone,Communication
258,Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,5000000,Free,0.0,Everyone,Communication
259,Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000,Free,0.0,Everyone,Communication
260,Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000,Free,0.0,Everyone,Communication
261,TracFone My Account,COMMUNICATION,3.6,20769,18.0,1000000,Free,0.0,Everyone,Communication
262,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0,1000000,Free,0.0,Everyone,Communication
263,TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37.0,10000000,Free,0.0,Mature 17+,Communication
264,Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22.0,5000000,Free,0.0,Everyone,Communication
265,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,100000000,Free,0.0,Teen,Communication
266,WhatsApp Business,COMMUNICATION,4.4,136662,32.0,10000000,Free,0.0,Everyone,Communication
267,My magenta,COMMUNICATION,3.9,42370,37.0,1000000,Free,0.0,Everyone,Communication
268,Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17.0,100000,Free,0.0,Everyone,Communication
269,Omlet Chat,COMMUNICATION,3.9,40751,35.0,10000000,Free,0.0,Teen,Communication
270,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40.0,500000000,Free,0.0,Teen,Communication
271,My Vodacom SA,COMMUNICATION,3.7,25021,61.0,5000000,Free,0.0,Everyone,Communication
272,Microsoft Edge,COMMUNICATION,4.3,27187,66.0,5000000,Free,0.0,Everyone,Communication
273,imo free video calls and chat,COMMUNICATION,4.3,4785988,11.0,500000000,Free,0.0,Everyone,Communication
274,Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,0.079,10000000,Free,0.0,Everyone,Communication
275,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25.0,10000000,Free,0.0,Everyone,Communication
276,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000,Free,0.0,Everyone,Communication
277,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24.0,100000000,Free,0.0,Everyone,Communication
278,"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17.0,1000000,Free,0.0,Everyone,Communication
279,chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000,Free,0.0,Everyone,Communication
280,Text SMS,COMMUNICATION,4.5,349384,8.2,10000000,Free,0.0,Everyone,Communication
281,mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,1000000,Free,0.0,Everyone,Communication
282,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4.0,1000000,Free,0.0,Everyone,Communication
283,2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32.0,1000000,Free,0.0,Everyone,Communication
284,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,50000000,Free,0.0,Everyone,Communication
285,Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000,Free,0.0,Everyone,Communication
286,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3,100000000,Free,0.0,Teen,Communication
287,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40.0,500000000,Free,0.0,Teen,Communication
288,Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,1000000,Free,0.0,Everyone,Communication
289,Web Browser for Android,COMMUNICATION,4.1,55098,4.3,1000000,Free,0.0,Everyone,Communication
290,DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,10000000,Free,0.0,Everyone,Communication
291,Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,500000,Free,0.0,Everyone,Communication
292,Web Browser,COMMUNICATION,4.2,10965,2.3,500000,Free,0.0,Everyone,Communication
293,Contacts+,COMMUNICATION,4.2,190613,11.0,10000000,Free,0.0,Everyone,Communication
294,ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,10000000,Free,0.0,Everyone,Communication
295,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000,Free,0.0,Everyone,Communication
296,PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13.0,1000000,Free,0.0,Everyone,Communication
297,Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,1000000,Free,0.0,Everyone,Communication
298,Full Screen Caller ID,COMMUNICATION,4.2,104990,10.0,5000000,Free,0.0,Everyone,Communication
299,Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13.0,10000000,Free,0.0,Mature 17+,Communication
300,Call Blocker,COMMUNICATION,4.1,17529,10.0,1000000,Free,0.0,Everyone,Communication
301,Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13.0,10000000,Free,0.0,Mature 17+,Communication
302,Should I Answer?,COMMUNICATION,4.8,237468,8.8,1000000,Free,0.0,Everyone,Communication
303,RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,1000000,Free,0.0,Everyone,Communication
304,"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20.0,10000000,Free,0.0,Everyone,Communication
305,Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29.0,10000000,Free,0.0,Everyone,Communication
306,Call Control - Call Blocker,COMMUNICATION,4.4,93825,11.0,5000000,Free,0.0,Everyone,Communication
307,Video Caller Id,COMMUNICATION,4.2,15287,17.0,1000000,Free,0.0,Everyone,Communication
308,Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17.0,5000000,Free,0.0,Everyone,Communication
309,Caller ID +,COMMUNICATION,4.0,9498,0.11800000000000001,1000000,Free,0.0,Everyone,Communication
310,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16.0,100000000,Free,0.0,Everyone,Communication
311,K-9 Mail,COMMUNICATION,4.2,88427,5.1,5000000,Free,0.0,Everyone,Communication
312,Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44.0,1000000,Free,0.0,Everyone,Communication
313,All Email Providers,COMMUNICATION,4.1,20901,7.3,1000000,Free,0.0,Everyone,Communication
314,"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30.0,1000000,Free,0.0,Everyone,Communication
315,GO Notifier,COMMUNICATION,4.2,124346,0.6950000000000001,10000000,Free,0.0,Everyone,Communication
316,Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,10000,Free,0.0,Everyone,Communication
317,Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19.0,5000000,Free,0.0,Everyone,Communication
318,imo free video calls and chat,COMMUNICATION,4.3,4785988,11.0,500000000,Free,0.0,Everyone,Communication
319,Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23.0,1000000,Free,0.0,Everyone,Communication
320,JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26.0,5000000,Free,0.0,Everyone,Communication
321,Calculator,DATING,2.6,57,6.2,1000,Paid,6.99,Everyone,Dating
322,AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17.0,100,Paid,7.99,Mature 17+,Dating
323,OkCupid Dating,DATING,4.1,285726,15.0,10000000,Free,0.0,Mature 17+,Dating
324,"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56.0,100000,Free,0.0,Mature 17+,Dating
325,Hinge: Dating & Relationships,DATING,4.2,7779,12.0,500000,Free,0.0,Mature 17+,Dating
326,Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11.0,5000000,Free,0.0,Mature 17+,Dating
327,BBW Dating & Plus Size Chat,DATING,4.4,12632,29.0,1000000,Free,0.0,Mature 17+,Dating
328,CMB Free Dating App,DATING,4.0,48845,40.0,1000000,Free,0.0,Mature 17+,Dating
329,eharmony - Online Dating App,DATING,3.1,31320,53.0,5000000,Free,0.0,Mature 17+,Dating
330,Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1,5000000,Free,0.0,Mature 17+,Dating
331,"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24.0,100000,Free,0.0,Mature 17+,Dating
332,Clover Dating App,DATING,4.1,11633,23.0,500000,Free,0.0,Mature 17+,Dating
333,Black People Meet Singles Date,DATING,3.9,10212,5.0,1000000,Free,0.0,Mature 17+,Dating
334,Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44.0,1000000,Free,0.0,Mature 17+,Dating
335,Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27.0,10000,Free,0.0,Mature 17+,Dating
336,stranger chat - anonymous chat,DATING,3.5,13202,6.1,1000000,Free,0.0,Mature 17+,Dating
337,Free Dating Hook Up Messenger,DATING,3.3,1157,21.0,100000,Free,0.0,Mature 17+,Dating
338,Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11.0,10000000,Free,0.0,Mature 17+,Dating
339,Once - Quality Matches Every day,DATING,4.4,222888,21.0,1000000,Free,0.0,Mature 17+,Dating
340,BLK - Swipe. Match. Chat.,DATING,4.1,2067,24.0,100000,Free,0.0,Mature 17+,Dating
341,Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31.0,500000,Free,0.0,Mature 17+,Dating
342,Howlr,DATING,3.9,105,27.0,5000,Free,0.0,Mature 17+,Dating
343,Stranger Chat & Date,DATING,3.6,3414,6.2,500000,Free,0.0,Mature 17+,Dating
344,RandoChat - Chat roulette,DATING,3.6,11806,12.0,1000000,Free,0.0,Mature 17+,Dating
345,BeWild Free Dating & Chat App,DATING,3.4,1999,8.0,100000,Free,0.0,Mature 17+,Dating
346,"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9,1000000,Free,0.0,Mature 17+,Dating
347,"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9,1000000,Free,0.0,Mature 17+,Dating
348,OurTime Dating for Singles 50+,DATING,3.4,2519,5.0,100000,Free,0.0,Mature 17+,Dating
349,FarmersOnly Dating,DATING,3.0,1146,1.4,100000,Free,0.0,Mature 17+,Dating
350,Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13.0,500000,Free,0.0,Mature 17+,Dating
351,Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40.0,500000,Free,0.0,Mature 17+,Dating
352,Christian Dating For Free App,DATING,3.9,8722,13.0,500000,Free,0.0,Mature 17+,Dating
353,Just She - Top Lesbian Dating,DATING,1.9,953,19.0,100000,Free,0.0,Mature 17+,Dating
354,Single Parent Meet #1 Dating,DATING,3.5,2593,5.0,500000,Free,0.0,Mature 17+,Dating
355,EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19.0,500000,Free,0.0,Mature 17+,Dating
356,Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27.0,100000,Free,0.0,Mature 17+,Dating
357,InterracialCupid - Interracial Dating App,DATING,3.4,212,3.0,50000,Free,0.0,Mature 17+,Dating
358,Sugar Mommas Dating And Single Search,DATING,3.5,1972,13.0,1000000,Free,0.0,Mature 17+,Dating
359,"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2,1000000,Free,0.0,Everyone,Dating
360,"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25.0,100000,Free,0.0,Mature 17+,Dating
361,Sugar Daddy Dating App,DATING,2.5,277,5.7,100000,Free,0.0,Mature 17+,Dating
362,Adult Dirty Emojis,DATING,2.8,80,5.5,10000,Free,0.0,Teen,Dating
363,"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,6.5,1000000,Free,0.0,Mature 17+,Dating
364,SnpCupid Dating,DATING,3.5,1093,5.8,100000,Free,0.0,Mature 17+,Dating
365,Adult Dating - AdultFinder,DATING,3.3,1601,3.8,500000,Free,0.0,Mature 17+,Dating
366,Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41.0,100000,Free,0.0,Mature 17+,Dating
367,"Meet24 - Love, Chat, Singles",DATING,4.2,57081,7.9,1000000,Free,0.0,Mature 17+,Dating
368,BBWCupid - BBW Dating App,DATING,3.5,241,2.8,50000,Free,0.0,Mature 17+,Dating
369,ChatVideo Meet new people,DATING,4.2,63986,20.0,5000000,Free,0.0,Mature 17+,Dating
370,"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15.0,500000,Free,0.0,Mature 17+,Dating
371,Black White Interracial Dating - Interracial Match,DATING,4.1,535,28.0,100000,Free,0.0,Mature 17+,Dating
372,"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,9.6,100000,Free,0.0,Mature 17+,Dating
373,FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,13.0,500000,Free,0.0,Mature 17+,Dating
374,OkCupid Dating,DATING,4.1,285726,15.0,10000000,Free,0.0,Mature 17+,Dating
375,CMB Free Dating App,DATING,4.0,48845,40.0,1000000,Free,0.0,Mature 17+,Dating
376,"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56.0,100000,Free,0.0,Mature 17+,Dating
377,Hinge: Dating & Relationships,DATING,4.2,7779,12.0,500000,Free,0.0,Mature 17+,Dating
378,The League,DATING,3.0,837,9.4,100000,Free,0.0,Mature 17+,Dating
379,BBW Dating & Plus Size Chat,DATING,4.4,12632,29.0,1000000,Free,0.0,Mature 17+,Dating
380,Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11.0,5000000,Free,0.0,Mature 17+,Dating
381,EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19.0,500000,Free,0.0,Mature 17+,Dating
382,Clover Dating App,DATING,4.1,11633,23.0,500000,Free,0.0,Mature 17+,Dating
383,"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,27.0,10000,Free,0.0,Mature 17+,Dating
384,Just She - Top Lesbian Dating,DATING,1.9,953,19.0,100000,Free,0.0,Mature 17+,Dating
385,Heart mill,DATING,3.3,4631,45.0,100000,Free,0.0,Mature 17+,Dating
386,Once - Quality Matches Every day,DATING,4.4,222888,21.0,1000000,Free,0.0,Mature 17+,Dating
387,Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40.0,500000,Free,0.0,Mature 17+,Dating
388,"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25.0,100000,Free,0.0,Mature 17+,Dating
389,95Live -SG#1 Live Streaming App,DATING,4.1,4953,15.0,1000000,Free,0.0,Teen,Dating
390,"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24.0,100000,Free,0.0,Mature 17+,Dating
391,Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11.0,10000000,Free,0.0,Mature 17+,Dating
392,Mutual - LDS Dating,DATING,3.7,1439,38.0,50000,Free,0.0,Mature 17+,Dating
393,Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1645,31.0,500000,Free,0.0,Mature 17+,Dating
394,stranger chat - anonymous chat,DATING,3.5,13204,6.1,1000000,Free,0.0,Mature 17+,Dating
395,Millionaire Match: Rich Singles Dating App,DATING,3.9,853,27.0,100000,Free,0.0,Mature 17+,Dating
396,2RedBeans,DATING,4.0,337,32.0,10000,Free,0.0,Mature 17+,Dating
397,Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13.0,500000,Free,0.0,Mature 17+,Dating
398,"SweetRing - Meet, Match, Date",DATING,4.0,51698,63.0,1000000,Free,0.0,Mature 17+,Dating
399,"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44.0,100000,Free,0.0,Mature 17+,Dating
400,SilverSingles: The 50+ Dating App,DATING,3.3,149,16.0,10000,Free,0.0,Mature 17+,Dating
401,Herpes Positive Singles Dating,DATING,4.4,198,28.0,10000,Free,0.0,Mature 17+,Dating
402,"FastMeet: Chat, Dating, Love",DATING,4.2,22545,5.9,1000000,Free,0.0,Mature 17+,Dating
403,Christian Dating For Free App,DATING,3.9,8723,13.0,500000,Free,0.0,Mature 17+,Dating
404,Glam - Premium Dating App,DATING,4.3,23170,9.0,500000,Free,0.0,Mature 17+,Dating
405,"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,20.0,500000,Free,0.0,Mature 17+,Dating
406,"Meet24 - Love, Chat, Singles",DATING,4.2,57083,7.9,1000000,Free,0.0,Mature 17+,Dating
407,Black White Interracial Dating - Interracial Match,DATING,4.1,537,28.0,100000,Free,0.0,Mature 17+,Dating
408,JustDating,DATING,4.0,13440,49.0,500000,Free,0.0,Mature 17+,Dating
409,Interracial Match Dating App,DATING,3.6,143,27.0,10000,Free,0.0,Mature 17+,Dating
410,Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059,18.0,100000,Free,0.0,Mature 17+,Dating
411,Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,14.0,100000,Free,0.0,Mature 17+,Dating
412,Sweet mi - unlimited hunnam hunting blind date,DATING,4.0,6191,27.0,500000,Free,0.0,Mature 17+,Dating
413,Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41.0,100000,Free,0.0,Mature 17+,Dating
414,Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,38.0,1000000,Free,0.0,Mature 17+,Dating
415,Adult Dirty Emojis,DATING,2.8,80,5.5,10000,Free,0.0,Teen,Dating
416,BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27.0,10000,Free,0.0,Mature 17+,Dating
417,"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205,7.2,1000000,Free,0.0,Everyone,Dating
418,Hitwe - meet people and chat,DATING,4.2,243950,21.0,10000000,Free,0.0,Mature 17+,Dating
419,A hundred,DATING,4.1,236,8.8,10000,Free,0.0,Mature 17+,Dating
420,JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152,38.0,100000,Free,0.0,Mature 17+,Dating
421,WannaMeet – Dating & Chat App,DATING,4.1,6701,11.0,1000000,Free,0.0,Mature 17+,Dating
422,"Meet4U - Chat, Love, Singles!",DATING,4.2,40039,6.5,1000000,Free,0.0,Mature 17+,Dating
423,Luxy Pro- Elite Dating Single,DATING,3.9,742,26.0,50000,Free,0.0,Mature 17+,Dating
424,Dating Network,DATING,4.0,187,19.0,10000,Free,0.0,Mature 17+,Dating
425,"Chatting - Free chat, random chat, boyfriend, girlfriend",DATING,4.2,2506,6.1,500000,Free,0.0,Mature 17+,Dating
426,"iPair-Meet, Chat, Dating",DATING,4.5,182986,77.0,5000000,Free,0.0,Mature 17+,Dating
427,"Meet, chat & date. Free dating app - Chocolate app",DATING,3.9,8661,9.5,1000000,Free,0.0,Mature 17+,Dating
428,Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14.0,1000,Free,0.0,Mature 17+,Dating
429,O-Star,DATING,4.4,59,38.0,5000,Free,0.0,Everyone,Dating
430,Free Cam Girls - Live Webcam,DATING,3.5,35,16.0,1000,Free,0.0,Mature 17+,Dating
431,Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4,500,Free,0.0,Everyone,Dating
432,Live Girls Talk - Free Video Chat,DATING,4.8,125,4.7,5000,Free,0.0,Mature 17+,Dating
433,Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0,10000,Free,0.0,Mature 17+,Dating
434,Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9,100,Free,0.0,Mature 17+,Dating
435,Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9,10000,Free,0.0,Mature 17+,Dating
436,MouseMingle,DATING,2.7,3,3.9,100,Free,0.0,Mature 17+,Dating
437,American Girls Mobile Numbers,DATING,5.0,5,4.4,1000,Free,0.0,Mature 17+,Dating
438,FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.8,84,4.5,1000,Free,0.0,Mature 17+,Dating
439,Awake Dating,DATING,5.0,2,70.0,100,Free,0.0,Mature 17+,Dating
440,Live Chat - Free Video Chat Rooms,DATING,4.8,20,4.9,500,Free,0.0,Mature 17+,Dating
441,FREE LIVE TALK,DATING,4.9,776,4.9,5000,Free,0.0,Mature 17+,Dating
442,Random Chat App with Strangers,DATING,3.0,2,16.0,100,Free,0.0,Mature 17+,Dating
443,Live Chat - Free Video Talk,DATING,4.7,14,21.0,5000,Free,0.0,Mature 17+,Dating
444,House party - live chat,DATING,1.0,1,9.2,10,Free,0.0,Mature 17+,Dating
445,Spine- The dating app,DATING,5.0,5,9.3,500,Free,0.0,Teen,Dating
446,Online Chat Girls Meet,DATING,4.7,18,5.0,500,Free,0.0,Mature 17+,Dating
447,Girls Live Talk - Free Text and Video Chat,DATING,5.0,6,5.0,100,Free,0.0,Mature 17+,Dating
448,Online Girls Chat Group,DATING,5.0,5,5.0,100,Free,0.0,Mature 17+,Dating
449,UK Girls Mobile Numbers,DATING,3.0,1,5.5,500,Free,0.0,Mature 17+,Dating
450,chat saudi arabia,DATING,4.1,11,11.0,1000,Free,0.0,Mature 17+,Dating
451,Speeding Joyride & Car Meet App,DATING,5.0,3,25.0,100,Free,0.0,Mature 17+,Dating
452,LOBSTR - go on a lunch date,DATING,3.7,101,15.0,10000,Free,0.0,Mature 17+,Dating
453,Titanic App - Feminist Dating Application,DATING,4.5,120,10.0,500,Free,0.0,Mature 17+,Dating
454,French Chat Room,DATING,4.2,24,4.9,1000,Free,0.0,Mature 17+,Dating
455,Halalguur,DATING,4.3,6,9.0,100,Free,0.0,Mature 17+,Dating
456,95Live -SG#1 Live Streaming App,DATING,4.1,4954,15.0,1000000,Free,0.0,Teen,Dating
457,Just She - Top Lesbian Dating,DATING,1.9,954,19.0,100000,Free,0.0,Mature 17+,Dating
458,"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2560,56.0,100000,Free,0.0,Mature 17+,Dating
459,O-Star,DATING,4.4,59,38.0,5000,Free,0.0,Everyone,Dating
460,Black People Meet Singles Date,DATING,3.9,10212,5.0,1000000,Free,0.0,Mature 17+,Dating
461,Howlr,DATING,3.9,105,27.0,5000,Free,0.0,Mature 17+,Dating
462,Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4,500,Free,0.0,Everyone,Dating
463,Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9,100,Free,0.0,Mature 17+,Dating
